Date,RegionName,1m%Change,12m%Change,SalesVolume,DetachedPrice,SemiDetachedPrice,TerracedPrice,FlatPrice,MortgagePrice,New12m%Change,Old12m%Change,AveragePrice
1995-01-01,City of London,,,17,,,,91484.42509,,,,91448.98487
1995-02-01,City of London,-10.11078663,,7,,,,82173.0827,,,,82202.77314
1995-03-01,City of London,-3.749351099,,14,,,,79069.3019,,,,79120.70256
1995-04-01,City of London,-2.552422386,,7,,,,77048.93662,,,,77101.20804
1995-05-01,City of London,9.478374552,,10,,,,84395.09568,,,,84409.14932
1995-06-01,City of London,12.42917765,,17,,,,94926.82581,,,,94900.51244
1995-07-01,City of London,16.04578256,,13,,,,110120.8908,,,,110128.0423
1995-08-01,City of London,1.998941645,,14,,,,112272.8352,,,,112329.4376
1995-09-01,City of London,-6.994006327,,17,,,,104399.8336,,,,104473.1096
1995-10-01,City of London,3.412369461,,14,,,,108023.3259,,,,108038.1181
1995-11-01,City of London,8.883434865,,11,,,,117661.9249,,,,117635.614
1995-12-01,City of London,8.158100787,,18,,,,127238.4689,,,,127232.4459
1996-01-01,City of London,-14.33109368,19.19065593,17,,,,108912.0375,,21.41726165,18.67803244,108998.6449
1996-02-01,City of London,-14.35058828,13.56879407,10,,,,93217.25854,,17.0263681,12.81832659,93356.69814
1996-03-01,City of London,0.374909066,18.43512233,17,,,,93527.59405,,23.8238239,16.98133355,93706.70087
1996-04-01,City of London,28.63838555,56.34357777,14,,,,120313.9778,,63.22304869,54.57429675,120542.7871
1996-05-01,City of London,-7.045388912,32.74636682,19,,,,111837.7461,,38.46672876,31.37028648,112050.079
1996-06-01,City of London,1.942085035,20.36414121,28,,,,114007.1671,,24.58495057,19.60775049,114226.1868
1996-07-01,City of London,-14.60219577,-11.42432632,30,,,,97352.03506,,-8.715242746,-11.66482923,97546.65538
1996-08-01,City of London,17.05061648,1.64651752,25,,,,113948.0838,,4.351732893,1.473282555,114178.9615
1996-09-01,City of London,-5.290481973,3.508304178,32,,,,107910.2249,,6.290725945,3.494779077,108138.3441
1996-10-01,City of London,-8.511442558,-8.426569454,33,,,,98726.65457,,-6.607872016,-8.287785277,98934.21106
1996-11-01,City of London,0.780887082,-15.24099534,31,,,,99499.64514,,-13.69720495,-15.02402193,99706.77553
1996-12-01,City of London,6.739632981,-16.35258955,26,,,,106210.0089,,-15.24465243,-15.98586196,106426.6463
1997-01-01,City of London,9.31779517,6.738265662,22,,,,116099.0225,,7.349923694,7.547184014,116343.2632
1997-02-01,City of London,-4.470410867,19.05116987,37,,,,110900.7534,,18.9035219,19.97008031,111142.2413
1997-03-01,City of London,-3.288101066,14.70660163,70,,,,107246.7173,,13.23462199,16.0778618,107487.7721
1997-04-01,City of London,0.923225449,-10.00695346,19,,,,108234.9233,,-10.94822349,-9.10493792,108480.1265
1997-05-01,City of London,6.427893773,3.037065995,12,,,,115191.9105,,1.7356548,4.224163436,115453.1138
1997-06-01,City of London,2.480244056,3.581005493,21,,,,118038.6933,,2.26111262,4.742884285,118316.6328
1997-07-01,City of London,-1.084234859,19.97725826,26,,,,116744.923,,18.47936855,21.24580992,117033.8026
1997-08-01,City of London,-2.947094253,-0.520459542,9,,,,113286.7034,,-2.021336672,0.72658302,113584.7062
1997-09-01,City of London,1.386325848,6.492624123,22,,,,114851.3635,,5.119860409,7.618743988,115159.3603
1997-10-01,City of London,5.28978957,22.55724976,22,,,,120932.9877,,20.96569587,23.86117231,121251.0481
1997-11-01,City of London,8.101721721,31.45994337,18,,,,130737.2009,,29.87017101,32.75357134,131074.4707
1997-12-01,City of London,-0.793213,22.1825318,37,,,,129705.1798,,21.23186821,22.97441218,130034.7709
1998-01-01,City of London,-4.347418803,6.909168132,48,,,,124067.194,,6.762202451,7.059085326,124381.6148
1998-02-01,City of London,15.63498661,29.40954041,43,,,,143492.4482,,30.29314482,28.84977151,143828.6637
1998-03-01,City of London,8.815733729,45.60560021,39,,,,156147.8718,,46.77369968,44.86535365,156508.2157
1998-04-01,City of London,4.405311567,50.62933223,28,,,,163027.2711,,51.64566657,50.0071695,163402.8902
1998-05-01,City of London,-12.10363181,24.40132729,30,,,,143278.9892,,24.78374464,24.16384296,143625.206
1998-06-01,City of London,-7.919424986,11.77711231,32,,,,131939.1436,,12.07135421,11.56213206,132250.9156
1998-07-01,City of London,6.144543779,19.94580009,17,,,,140050.4027,,20.62473979,19.43764406,140377.131
1998-08-01,City of London,6.137755097,31.17358884,34,,,,148646.6838,,32.42224248,30.25612671,148993.1355
1998-09-01,City of London,2.559639396,32.69162146,40,,,,152442.8907,,33.4506016,32.09510407,152806.8225
1998-10-01,City of London,6.029105777,33.62334586,42,,,,161634.2673,,34.2581295,33.10665592,162019.7074
1998-11-01,City of London,-5.945294992,16.25998344,23,,,,152026.5677,,17.14101058,15.59354104,152387.1579
1998-12-01,City of London,2.240422597,19.81508722,48,,,,155447.9444,,21.24538782,18.80852494,155801.2742
1999-01-01,City of London,-4.273633084,19.90751173,41,,,,148806.9258,,21.6897356,18.70247278,149142.8994
1999-02-01,City of London,10.32686358,14.40326217,31,,,,164169.6541,,14.65017561,14.19589192,164544.6832
1999-03-01,City of London,6.102590301,11.5508028,53,,,,174173.3451,,11.12847756,11.74802651,174586.171
1999-04-01,City of London,9.491766765,16.98537459,28,,,,190680.6758,,15.68177724,17.66007577,191157.4832
1999-05-01,City of London,-0.040142515,33.04123495,35,,,,190596.9325,,32.55295226,33.14071305,191080.7478
1999-06-01,City of London,-2.662446822,40.63670084,63,,,,185505.2817,,40.54642336,40.43389862,185993.3245
1999-07-01,City of London,-11.79464377,16.8680919,42,,,,163624.0537,,17.0204328,16.56441681,164056.0744
1999-08-01,City of London,-1.920747947,7.994888638,58,,,,160464.107,,7.35847063,8.14536738,160904.9707
1999-09-01,City of London,3.286208211,8.759962685,30,,,,165742.8163,,7.970521514,8.926530072,166192.6431
1999-10-01,City of London,-1.625926576,0.907769394,29,,,,163064.4751,,0.271001049,0.995295287,163490.4727
1999-11-01,City of London,7.127117652,14.93267118,29,,,,174699.0956,,13.88675591,15.24425919,175142.6311
1999-12-01,City of London,-3.330993502,8.669612812,97,,,,168888.8449,,7.439865985,9.209666907,169308.6414
2000-01-01,City of London,2.616420046,16.49127606,24,,,,173293.1469,,14.35932246,17.63108639,173738.4667
2000-02-01,City of London,0.237907829,5.83860914,55,,,,173713.6775,,4.680717895,6.39101393,174151.8041
2000-03-01,City of London,2.404058775,2.149279488,48,,,,177883.6798,,1.231386897,2.535689096,178338.5158
2000-04-01,City of London,2.670425304,-4.214624721,58,,,,182635.9752,,-4.410592339,-4.204394357,183100.9126
2000-05-01,City of London,-4.402078769,-8.394399599,38,,,,174589.0844,,-8.859054445,-8.192139492,175040.6662
2000-06-01,City of London,13.22570744,6.558142999,60,,,,197680.268,,5.892471684,6.911267114,198191.0327
2000-07-01,City of London,8.406728631,30.96279167,33,,,,214294.7363,,29.79181837,31.62924018,214852.4149
2000-08-01,City of London,3.304267215,37.93962476,22,,,,221381.3842,,37.56921678,38.17412547,221951.7129
2000-09-01,City of London,0.551225552,34.28703176,20,,,,222606.1729,,34.57743482,34.18703087,223175.1674
2000-10-01,City of London,9.807148976,49.8939262,19,,,,244451.2573,,50.63822311,49.48457058,245062.2886
2000-11-01,City of London,31.30259139,83.72062438,18,,,,320986.3096,,85.44973546,82.64303188,321773.1354
2000-12-01,City of London,-2.175739806,85.9161981,33,,,,314014.1209,,87.43630489,84.79796012,314772.1892
2001-01-01,City of London,-9.692741107,63.61496754,24,,,,283588.059,,65.85729091,61.99115743,284262.1358
2001-02-01,City of London,-30.29778056,13.77258982,37,,,,197674.7405,,15.47862633,12.59073464,198137.0177
2001-03-01,City of London,-4.59479499,5.99674843,44,,,,188592.1939,,7.765671618,4.738578535,189033.0279
2001-04-01,City of London,8.708038146,12.22996825,38,,,,205009.1342,,13.90530818,10.9546647,205494.0961
2001-05-01,City of London,8.742213274,27.66109331,30,,,,222928.9033,,28.78376158,26.37425198,223458.8283
2001-06-01,City of London,8.492002257,22.32387801,36,,,,241871.3496,,23.67467064,20.88486181,242434.957
2001-07-01,City of London,-4.840490128,7.375994312,40,,,,230167.2242,,8.232540754,6.166848817,230699.9169
2001-08-01,City of London,0.404081577,4.361498154,30,,,,231096.8766,,5.541811443,3.065608197,231632.1327
2001-09-01,City of London,-0.788569516,2.970933099,30,,,,229268.9338,,4.412988749,1.567611067,229805.5523
2001-10-01,City of London,14.83041253,7.681465518,26,,,,263283.2872,,9.642544251,6.153244246,263886.6637
2001-11-01,City of London,31.29050602,7.671554291,15,,,,345682.6871,,9.173039792,6.466579377,346458.1362
2001-12-01,City of London,4.544864404,15.06867541,17,,,,361419.7622,,16.41460571,14.04394839,362204.1887
2002-01-01,City of London,-4.959994503,21.09909743,30,,,,343499.4851,,21.95458239,20.45408485,344238.8808
2002-02-01,City of London,-17.49490707,43.34252721,12,,,,283419.3438,,44.82127355,42.6496502,284014.6085
2002-03-01,City of London,-10.67469972,34.20771209,47,,,,253154.9442,,35.63505477,33.69232826,253696.9019
2002-04-01,City of London,-3.304612622,19.37725058,31,,,,244802.6412,,21.06539611,18.76847871,245313.2021
2002-05-01,City of London,-7.350566425,1.710589795,30,,,,226811.0087,,3.069364497,1.220156694,227281.2922
2002-06-01,City of London,11.3728241,4.411342687,25,,,,252612.229,,5.649274864,3.963947568,253129.5938
2002-07-01,City of London,3.673223623,13.75279774,26,,,,261876.1237,,14.63605065,13.43404103,262427.6098
2002-08-01,City of London,4.415961111,18.2980564,51,,,,273439.9402,,18.54520161,18.2095464,274016.311
2002-09-01,City of London,1.106176488,20.55731996,49,,,,276454.0319,,19.66964778,20.88114416,277047.415
2002-10-01,City of London,-1.843191573,3.052157517,19,,,,271368.7976,,1.77227527,3.521998365,271940.9004
2002-11-01,City of London,3.067540891,-19.1005292,28,,,,279691.9309,,-20.36817582,-18.63396203,280282.7987
2002-12-01,City of London,-6.452552064,-27.61060932,44,,,,261661.9193,,-28.85124388,-27.15374255,262197.4052
2003-01-01,City of London,-0.210746021,-23.99323575,32,,,,261111.9477,,-25.77357138,-23.33461798,261644.8346
2003-02-01,City of London,0.897233352,-7.049711036,20,,,,263458.875,,-9.839468396,-6.012672716,263992.3993
2003-03-01,City of London,10.59756205,15.08581913,31,,,,291373.0097,,11.87561658,16.278075,291969.1576
2003-04-01,City of London,1.097728623,20.32543874,30,,,,294578.0192,,17.28102587,21.45241217,295174.1867
2003-05-01,City of London,-3.494164332,25.33381555,38,,,,284286.2093,,22.9604881,26.2086871,284860.3155
2003-06-01,City of London,-6.196812505,5.561760635,84,,,,266682.2584,,3.73818124,6.233521584,267208.0559
2003-07-01,City of London,-2.621223948,-0.847348146,48,,,,259690.3787,,-1.713605927,-0.531161884,260203.9343
2003-08-01,City of London,-5.67057471,-10.42545061,46,,,,244966.0643,,-11.05151747,-10.19711318,245448.8758
2003-09-01,City of London,-0.922897737,-12.22309954,38,,,,242688.4846,,-12.77693638,-12.02034882,243183.6337
2003-10-01,City of London,4.028496437,-6.972332095,33,,,,252465.9239,,-7.837537996,-6.65546366,252980.2777
2003-11-01,City of London,9.698394372,-0.987394158,42,,,,276953.6359,,-1.488257309,-0.804478563,277515.3027
2003-12-01,City of London,10.10435603,16.53678904,38,,,,304960.2004,,16.30873202,16.61964916,305556.4369
2004-01-01,City of London,6.98949922,24.94544455,98,,,,326273.158,,25.77713288,24.64375114,326913.3017
2004-02-01,City of London,-7.898369937,14.05346539,16,,,,300503.347,,15.25066592,13.55727249,301092.4798
2004-03-01,City of London,-9.419668149,-6.589254304,20,,,,272183.7479,,-4.93076378,-7.339762233,272730.5674
2004-04-01,City of London,-1.179452875,-8.693289921,25,,,,268967.862,,-7.774575534,-9.12884692,269513.8388
2004-05-01,City of London,3.913661416,-1.68455109,22,,,,279492.5437,,-0.67463309,-2.128295175,280061.698
2004-06-01,City of London,6.198472908,11.30699091,38,,,,296812.4478,,11.78181922,11.1267278,297421.2464
2004-07-01,City of London,0.293117907,14.63817492,34,,,,297680.0905,,15.1351987,14.44968275,298293.0414
2004-08-01,City of London,2.950428762,25.11524611,46,,,,306456.8023,,24.5835597,25.45250142,307093.9651
2004-09-01,City of London,-0.640828267,25.47144538,27,,,,304491.1492,,25.73430669,25.52740481,305126.0201
2004-10-01,City of London,-4.986017514,14.59880823,24,,,,289313.7804,,15.09245796,14.54606091,289912.3833
2004-11-01,City of London,14.88806682,20.02031218,13,,,,332400.1991,,21.88378545,19.28803714,333074.7327
2004-12-01,City of London,-0.574467255,8.379758159,14,,,,330493.5749,,9.772800594,7.809483933,331161.3274
2005-01-01,City of London,-0.241049873,1.055252785,17,,,,329693.2209,,2.571150492,0.377072122,330363.0634
2005-02-01,City of London,-12.56073664,-4.060364015,18,,,,288271.1147,,-2.946539745,-4.423339004,288867.0291
2005-03-01,City of London,5.533389738,11.77741115,18,,,,304214.4038,,12.34643002,11.80119107,304851.1676
2005-04-01,City of London,4.115613249,17.7667403,32,,,,316734.6921,,19.88810224,17.50637556,317397.6627
2005-05-01,City of London,-1.876506639,11.20466551,20,,,,310791.1445,,13.43539431,10.81879146,311441.6745
2005-06-01,City of London,-9.175153743,-4.893673405,33,,,,282275.5792,,-2.355380447,-5.503079684,282866.422
2005-07-01,City of London,0.273727796,-4.912060731,29,,,,283048.2459,,-3.223004541,-5.464783847,283640.706
2005-08-01,City of London,7.654271967,-0.567457582,26,,,,304713.5285,,2.038474623,-1.585690043,305351.3371
2005-09-01,City of London,1.819236544,1.894423836,37,,,,310256.9883,,4.700367957,0.820384493,310906.4002
2005-10-01,City of London,8.983492068,16.87553602,14,,,,338128.9003,,20.42334303,15.66256678,338836.652
2005-11-01,City of London,-3.417868783,-1.747077239,29,,,,326572.0982,,0.624645232,-2.219530612,327255.6598
2005-12-01,City of London,3.780106626,2.556139443,30,,,,338916.8717,,5.140785659,2.0945722,339626.2727
2006-01-01,City of London,-6.920790699,-4.310897858,19,,,,315461.1443,,-2.409603604,-4.499385721,316121.4492
2006-02-01,City of London,2.382577389,12.04230833,17,,,,322962.9274,,13.95415386,11.84348185,323653.2874
2006-03-01,City of London,0.448961714,6.644291138,28,,,,324395.4139,,8.373572449,6.537750286,325106.3667
2006-04-01,City of London,-1.699909618,0.687525439,24,,,,318873.6307,,1.833794008,0.625411216,319579.8523
2006-05-01,City of London,-2.019542707,0.540751743,22,,,,312425.5703,,1.514808707,0.487462654,313125.8007
2006-06-01,City of London,-2.60242899,7.816587761,29,,,,304304.7388,,8.213884461,7.796675101,304976.9241
2006-07-01,City of London,10.92876559,19.2731262,25,,,,337518.8769,,19.5534718,19.24761768,338307.1373
2006-08-01,City of London,5.950500113,17.38547054,30,,,,357615.3854,,16.64827865,17.41671188,358438.1038
2006-09-01,City of London,5.330709426,21.43378116,24,,,,376666.9068,,20.26141398,21.49061519,377545.3976
2006-10-01,City of London,-3.276070521,7.773684461,33,,,,364372.3216,,6.379434517,7.849230231,365176.7441
2006-11-01,City of London,-2.940596611,8.306261034,21,,,,353653.4316,,6.246729089,8.428328097,354438.3692
2006-12-01,City of London,3.192907738,7.693452682,22,,,,364935.6957,,5.26162211,7.83980036,365755.2593
2007-01-01,City of London,-1.321048919,14.1724025,20,,,,360095.2596,,11.67855312,14.32245386,360923.4534
2007-02-01,City of London,10.67090214,23.415166,25,,,,398529.3073,,20.81530591,23.56627732,399437.2419
2007-03-01,City of London,0.928043928,24.00378345,28,,,,402235.6911,,20.73830748,24.19364179,403144.195
2007-04-01,City of London,3.934356164,31.11130767,22,,,,418048.4453,,26.24770924,31.39688668,419005.3235
2007-05-01,City of London,-1.866807296,31.31568863,22,,,,410230.709,,27.11172079,31.56184979,411183.3015
2007-06-01,City of London,6.054670513,42.9875709,19,,,,435063.4881,,38.99076354,43.22177339,436079.0956
2007-07-01,City of London,7.17051872,38.14317741,32,,,,466256.1869,,36.52598805,38.23724021,467348.2288
2007-08-01,City of London,1.39914201,32.20890557,27,,,,472766.9672,,30.70331492,32.29924242,473887.0942
2007-09-01,City of London,-2.186656075,22.77326547,23,,,,462425.9748,,21.53935039,22.84822481,463524.8133
2007-10-01,City of London,-1.532407982,24.98652484,19,,,,455355.7917,,23.30805933,25.08762694,456421.722
2007-11-01,City of London,-1.224988821,27.19576834,22,,,,449784.4306,,25.86951774,27.27581596,450830.607
2007-12-01,City of London,2.982496586,26.93641516,11,,,,463204.7883,,26.20038301,26.98182264,464276.6144
2008-01-01,City of London,1.633547358,30.73708243,16,,,,470770.0715,,30.23578678,30.76859501,471860.7928
2008-02-01,City of London,-3.847339136,13.58648124,33,,,,452662.4926,,14.15254451,13.2411798,453706.7078
2008-03-01,City of London,-10.76849269,0.422960124,6,,,,403919.0171,,1.938316868,-0.133419693,404849.3342
2008-04-01,City of London,-5.50290436,-8.695464931,5,,,,381691.7399,,-5.711054227,-9.733872053,382570.8625
2008-05-01,City of London,1.872094146,-5.216737209,29,,,,388837.3687,,-2.531482575,-6.215596776,389732.9492
2008-06-01,City of London,7.936747825,-3.534685606,9,,,,419698.4101,,-0.911970881,-4.437783453,420665.0706
2008-07-01,City of London,5.155328693,-5.348579407,11,,,,441335.2426,,-3.923502626,-5.938818309,442351.7377
2008-08-01,City of London,6.792080387,-0.314520259,8,,,,471311.0871,,1.084657058,-0.46420503,472396.6233
2008-09-01,City of London,-1.336700292,0.551703577,6,,,,465011.0704,,2.116128694,0.38120537,466082.0963
2008-10-01,City of London,-5.593503778,-3.595347166,9,,,,439000.6586,,-1.845543902,-3.745794554,440011.7766
2008-11-01,City of London,-9.967177638,-12.12774486,2,,,,395244.6831,,-9.994276896,-12.65914174,396155.0212
2008-12-01,City of London,-2.265991158,-16.60614138,6,,,,386288.4736,,-15.1500704,-16.93457936,387178.1834
2009-01-01,City of London,3.393413407,-15.16211011,5,,,,399396.8384,,-14.09134977,-15.38805961,400316.7398
2009-02-01,City of London,-1.7374552,-13.30050691,6,,,,392450.5946,,-12.84595518,-13.16378676,393361.4158
2009-03-01,City of London,1.489415549,-1.390426458,8,,,,398287.7919,,-0.657958671,-1.178947444,399220.2019
2009-04-01,City of London,-13.49674754,-9.732158669,9,,,,344516.1819,,-9.628059295,-9.062312287,345338.4591
2009-05-01,City of London,8.155950299,-4.16409673,6,,,,372589.4003,,-4.75254045,-3.471528782,373504.0922
2009-06-01,City of London,-6.627357943,-17.09541308,18,,,,347864.4573,,-17.87530395,-16.5756563,348750.6391
2009-07-01,City of London,8.705028645,-14.29682539,20,,,,378112.9254,,-14.94219955,-13.9811929,379109.4821
2009-08-01,City of London,-4.896969673,-23.677565,20,,,,359582.4085,,-24.04338172,-23.76907534,360544.6058
2009-09-01,City of London,8.485261473,-16.07964317,19,,,,390082.9406,,-16.65136032,-16.16204568,391137.7583
2009-10-01,City of London,2.231829864,-9.123503309,19,,,,398797.6488,,-10.29693132,-9.207532596,399867.2876
2009-11-01,City of London,-0.489624121,0.442861914,11,,,,396829.3109,,-1.370085213,0.799511753,397909.4409
2009-12-01,City of London,3.529730428,6.399221117,16,,,,410835.1451,,4.289900846,6.602061855,411954.5715
2010-01-01,City of London,12.73954975,16.01706421,20,,,,463135.3276,,12.20110613,16.20943552,464435.7291
2010-02-01,City of London,5.617491129,24.70093539,9,,,,489096.6761,,19.40337846,24.81144564,490525.365
2010-03-01,City of London,1.572832033,24.80342996,15,,,,496796.724,,17.72112842,25.12435351,498240.5051
2010-04-01,City of London,-8.027172051,32.69471452,22,,,,456922.1239,,25.68556198,32.95206536,458245.8825
2010-05-01,City of London,-0.72397282,21.80008635,21,,,,453613.5057,,15.61560398,22.05897295,454928.3068
2010-06-01,City of London,-5.892899527,22.75815176,29,,,,426843.2995,,16.7510405,23.0274798,428119.8388
2010-07-01,City of London,-1.842023343,10.8476024,24,,,,418887.8446,,4.503080286,11.20877025,420233.7714
2010-08-01,City of London,5.321514851,22.75778556,21,,,,441172.9267,,17.14947242,23.04653376,442596.574
2010-09-01,City of London,2.867923435,16.40142001,20,,,,453781.7167,,11.54202752,16.63646862,455289.9049
2010-10-01,City of London,0.159518034,14.04188052,12,,,,454550.705,,11.61050473,14.06120793,456016.1744
2010-11-01,City of London,-5.638307158,8.141335071,12,,,,428911.8629,,5.380389039,8.188819306,430304.5818
2010-12-01,City of London,3.418781956,8.025444535,31,,,,443619.5467,,6.882865353,7.93406831,445015.7572
2011-01-01,City of London,-0.584866917,-4.741823357,16,,,,441016.6935,,-3.672448151,-4.965788121,442413.0072
2011-02-01,City of London,13.92280938,2.74888168,12,,,,502463.192,,5.059629465,2.395117824,504009.3269
2011-03-01,City of London,-5.68566605,-4.593658109,19,,,,473879.7838,,-1.803391699,-4.918808908,475353.0397
2011-04-01,City of London,8.617966626,12.67287405,21,,,,514746.8685,,14.57387632,12.40369338,516318.806
2011-05-01,City of London,-11.00899345,0.999936814,28,,,,458088.3343,,3.887685382,0.670441236,459477.3025
2011-06-01,City of London,1.533824728,8.970628469,22,,,,465117.2343,,11.60032023,8.610031069,466524.8789
2011-07-01,City of London,-9.879322453,0.047975772,19,,,,419168.5705,,3.848013289,-0.412978935,420435.3818
2011-08-01,City of London,0.249781219,-4.769811783,27,,,,420152.8676,,-2.218932977,-5.138400672,421485.5504
2011-09-01,City of London,3.448054352,-4.232754413,25,,,,434589.731,,-2.127381341,-4.571672183,436018.6013
2011-10-01,City of London,3.214333902,-1.311900686,21,,,,448535.1162,,-0.669639948,-1.512574232,450033.695
2011-11-01,City of London,6.394005813,11.272084,21,,,,477265.9315,,12.78409521,11.00945674,478808.8757
2011-12-01,City of London,3.651137019,11.52208338,24,,,,494720.7102,,12.44733455,11.34719867,496290.8438
2012-01-01,City of London,5.930374158,18.83076201,11,,,,524008.3337,541596.1985,18.5217425,18.74196876,525722.7477
2012-02-01,City of London,-2.88852674,1.295170218,17,,,,508826.8269,508170.9542,-0.318824619,1.366100001,510537.1056
2012-03-01,City of London,3.304596947,10.95086286,9,,,,525614.0403,526967.34,8.900730585,11.03846348,527408.2992
2012-04-01,City of London,-0.59116616,1.543936361,12,,,,522517.7895,523927.1014,0.161047835,1.601268251,524290.4398
2012-05-01,City of London,9.392114258,24.82279187,12,,,,571566.7541,573360.7268,22.90910798,24.89566598,573532.3969
2012-06-01,City of London,-5.407665226,16.28912185,21,,,,540630.8211,542361.1341,14.8692982,16.35109641,542517.6849
2012-07-01,City of London,0.095700856,29.1606041,16,,,,541132.5552,542699.9146,25.91687568,29.32531872,543036.879
2012-08-01,City of London,-8.630850152,17.71890618,17,,,,494416.6363,495830.0851,14.20316209,17.91319258,496168.1797
2012-09-01,City of London,6.006496452,20.63029014,15,,,,524101.6714,525436.5826,17.26396492,20.8197956,525970.5038
2012-10-01,City of London,-0.798741593,15.94006502,17,,,,519919.3523,521089.5073,14.38822167,16.02565314,521769.3586
2012-11-01,City of London,-0.061541035,8.905302906,22,,,,519600.8073,520876.96,8.372138898,8.920565699,521448.2564
2012-12-01,City of London,-5.737768319,-0.959534173,28,,,,489800.6084,491079.3731,-1.156996496,-0.969584488,491528.7635
2013-01-01,City of London,-5.305380675,-11.46449464,16,,,,463805.1513,465391.3427,-11.66936361,-11.46504627,465451.2915
2013-02-01,City of London,7.25218418,-2.219315506,20,,,,497451.701,499390.8642,-2.146479179,-2.593099909,499206.6764
2013-03-01,City of London,5.742589306,0.088312311,18,,,,526031.7921,528486.0633,0.507791656,-1.100677663,527874.0656
2013-04-01,City of London,11.89880025,12.66365005,13,,,,588616.1285,591348.4239,13.2994464,10.98802732,590684.7463
2013-05-01,City of London,-2.141224123,0.785389825,31,,,,576009.2068,578722.72,0.917200465,-0.577007688,578036.862
2013-06-01,City of London,14.64671287,22.15274817,11,,,,660320.8571,663413.5262,21.91568344,21.56450765,662700.2615
2013-07-01,City of London,-1.74803019,19.90273331,29,,,,648764.3636,651837.4069,20.43391893,19.98534644,651116.0608
2013-08-01,City of London,-0.809177239,30.1670289,94,,,,643490.8805,646646.886,31.86485829,30.52042543,645847.3779
2013-09-01,City of London,-17.99629478,0.693627507,104,,,,527708.1195,530364.8649,2.342949489,0.642491142,529618.7799
2013-10-01,City of London,-0.423809253,1.074200274,54,,,,525500.0604,528174.3972,2.011812707,0.334571149,527374.2065
2013-11-01,City of London,3.682209699,4.860496515,22,,,,544877.195,547309.1263,4.563240489,3.841503465,546793.2307
2013-12-01,City of London,12.54729924,25.20142447,21,,,,613268.8528,615818.8228,24.56082639,23.34820124,615401.0136
2014-01-01,City of London,1.559962527,34.27850567,26,,,,622833.238,625381.3193,34.15537597,32.36855133,625001.0388
2014-02-01,City of London,3.737336973,29.87795724,17,,,,646126.1019,648902.4189,31.06723143,28.21958437,648359.4337
2014-03-01,City of London,0.967046788,24.01241421,36,,,,652381.478,655610.0304,23.79681295,24.2619862,654629.3728
2014-04-01,City of London,1.624245044,12.62558617,19,,,,662997.6198,666386.911,12.37397648,13.12765836,665262.1579
2014-05-01,City of London,2.615563578,18.1001693,22,,,,680339.4233,683927.941,17.92898008,18.49547916,682662.5126
2014-06-01,City of London,2.145545688,5.222434528,21,,,,694924.3857,698606.9807,5.498377665,4.752929723,697309.3487
2014-07-01,City of London,3.868153261,11.2370569,15,,,,721791.4402,725536.9811,11.19229147,10.33869072,724282.3431
2014-08-01,City of London,5.144594246,17.91388444,27,,,,758901.7383,762481.8474,16.95155079,17.00344307,761543.7308
2014-09-01,City of London,-1.029436023,42.31068721,18,,,,751066.3594,754173.368,41.02606118,41.57756418,753704.1253
2014-10-01,City of London,1.282271957,44.74895672,12,,,,760691.5297,763820.3701,42.71192548,45.02987928,763368.662
2014-11-01,City of London,-0.083034222,39.49236419,39,,,,760061.6521,763069.6496,37.83584301,40.00768841,762734.8047
2014-12-01,City of London,1.446572529,25.73400104,71,,,,771083.0131,774072.006,24.23903302,26.71322416,773768.3169
2015-01-01,City of London,1.279226938,25.38644273,37,,,,780970.3002,784023.1323,24.78161126,26.01343036,783666.5696
2015-02-01,City of London,-2.949856662,17.30368829,39,,,,757949.5743,760968.9459,17.44421959,17.75492004,760549.5291
2015-03-01,City of London,0.875302771,17.19709993,35,,,,764602.0335,768017.2519,18.38053431,16.84103378,767206.6402
2015-04-01,City of London,-4.960662901,9.60312357,21,,,,726681.5347,729816.5652,11.01607679,9.174955139,729148.105
2015-05-01,City of London,4.617253508,11.74111766,24,,,,760259.0226,764077.2383,12.45548458,11.52517246,762814.7215
2015-06-01,City of London,1.795234636,11.35789832,19,,,,773879.2542,777801.6284,11.75674413,11.24335509,776509.0356
2015-07-01,City of London,0.333235782,7.568084325,17,,,,776431.356,780726.9766,8.318290368,7.351732193,779096.6415
2015-08-01,City of London,-2.41992947,-0.170794985,18,,,,757607.1968,761876.0588,1.057159512,-0.52081792,760243.0523
2015-09-01,City of London,0.949860218,1.825673079,35,,,,764837.2035,769047.7507,3.198113526,1.429659272,767464.2986
2015-10-01,City of London,1.81034043,2.356556431,21,,,1194617.568,778697.9528,782914.8775,3.970859503,1.88785676,781357.7431
2015-11-01,City of London,-5.071993318,-2.754208129,11,,,1129732.869,739224.8911,743118.3952,-1.555630109,-3.103130664,741727.3306
2015-12-01,City of London,-3.838980404,-7.820893037,31,,,1092386.494,710814.6506,714502.7202,-6.293825405,-8.27408641,713252.5637
2016-01-01,City of London,3.299803635,-5.981861752,15,,,1127794.826,734273.4772,737988.8455,-4.966846664,-6.285418461,736788.4978
2016-02-01,City of London,3.916329352,0.669800863,36,,,1182961.755,762973.0667,766801.9729,0.752064318,0.645796107,765643.562
2016-03-01,City of London,3.80212389,3.590663673,35,,,1229416.684,791974.5759,796464.2896,2.16771877,4.035806139,794754.2788
2016-04-01,City of London,1.329427804,10.44671296,7,,,1245972.967,802502.1852,806864.4428,9.024469568,10.89779377,805319.9631
